,tmdb_id,imdb_id,title,year,Unnamed: 4,cast,Director,Epk Director,Epk Producer,Executive Music Producer,Executive Producer,Music,Music Director,Music Editor,Music Producer,Original Music Composer,Producer,Songs,Writer
1564,675,tt0373889,Harry Potter and the Order of the Phoenix,2007,,"Daniel Radcliffe, Rupert Grint, Emma Watson, Michael Gambon, Ralph Fiennes, Tom Felton, Alan Rickman, Robbie Coltrane, Maggie Smith, Helena Bonham Carter, Brendan Gleeson, Gary Oldman, Jason Isaacs, Imelda Staunton, Matthew Lewis, Bonnie Wright, James Phelps, Oliver Phelps, Evanna Lynch, Richard Griffiths, Fiona Shaw, Robert Hardy, Emma Thompson, Julie Walters, David Thewlis, Natalia Tena, Harry Melling, David Bradley, Mark Williams, Katie Leung, Chris Rankin, Devon Murray, Alfred Enoch, Warwick Davis, Jamie Waylett, Josh Herdman, Shefali Chowdhury, Afshan Azad, Geraldine Somerville, Adrian Rawlins, Kathryn Hunter, George Harris, Peter Cartwright, Brigitte Millar, Sian Thomas, Apple Brook, William Melling, Jim McManus, Nick Shirm, Ryan Nelson, Sam Beazley, John Atterbury, Richard Leaf, Timothy Spall, Lauren Shotton, Nicholas Blane, Jason Boyd, Richard Macklin, Christopher Rithin, Tony Maudsley, Timothy Bateson, Jessica Hynes, Michael Wildman, Jason Piper, Arben Bajraktaraj, Peter Best, Richard Trinder, Richard Cubison, Tav MacDougall, Alec Hopkins, Robbie Jarvis, James Walters, Charles Hughes, James Utechin, James Payton, Lisa Wood, Cliff Lanning, Miles Jupp, Jamie Wolpert, Daisy Haggard, Nathan Clarke",David Yates,,,,,,,,,Nicholas Hooper,David Heyman,,
1565,671,tt0241527,Harry Potter and the Philosopher's Stone,2001,,"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Tom Felton, Alan Rickman, Robbie Coltrane, Maggie Smith, Richard Griffiths, Ian Hart, Fiona Shaw, John Hurt, David Bradley, Matthew Lewis, Sean Biggerstaff, Warwick Davis, Harry Melling, James Phelps, Oliver Phelps, John Cleese, Chris Rankin, Alfred Enoch, Devon Murray, Jamie Waylett, Josh Herdman, Zoë Wanamaker, Julie Walters, Bonnie Wright, Luke Youngblood, Verne Troyer, Adrian Rawlins, Geraldine Somerville, Elizabeth Spriggs, Richard Bremmer, Nina Young, Terence Bayler, Harry Taylor, Jean Southern, Leslie Phillips, Simon Fisher-Becker, Derek Deadman, Ray Fearon, Eleanor Columbus, Ben Borowiecki, Danielle Tabor, Leilah Sutherland, Emily Dale, Will Theakston, Scot Fearn, Saunders Triplets, Kieri Kennedy, Leila Hoffman, Julianne Hough, Zoe Sugg, Jimmy Vee",Chris Columbus,,,,"Duncan Henderson, Chris Columbus, Mark Radcliffe, Michael Barnathan",,,Peter Myles,,John Williams,David Heyman,,
1566,673,tt0304141,Harry Potter and the Prisoner of Azkaban,2004,,"Daniel Radcliffe, Rupert Grint, Emma Watson, Gary Oldman, Alan Rickman, David Thewlis, Tom Felton, Michael Gambon, Robbie Coltrane, Emma Thompson, Maggie Smith, Bonnie Wright, James Phelps, Oliver Phelps, Timothy Spall, Matthew Lewis, David Bradley, Julie Walters, Mark Williams, Richard Griffiths, Fiona Shaw, Harry Melling, Alfred Enoch, Devon Murray, Jamie Waylett, Josh Herdman, Chris Rankin, Robert Hardy, Pam Ferris, Warwick Davis, Dawn French, Lee Ingleby, Lenny Henry, Genevieve Gaunt, Sitara Shah, Danielle Tabor, Bronson Webb, Jim Tavaré, Ekow Quartey, Jimmy Gardner, Julie Christie, Paul Whitehouse, Geraldine Somerville, Adrian Rawlins, Jennifer Smith, Peter Best, Marianne Chase, Samantha Clinch, Kandice Morris, Lewis Barnshaw, Violet Columbus, Ian Brown",Alfonso Cuarón,,,,"Michael Barnathan, Callum McDougall, Tanya Seghatchian",,,Thomas S. Drescher,,John Williams,"Lorne Orleans, Chris Columbus, David Heyman, Mark Radcliffe",,
1567,7873,tt0433387,Harsh Times,2006,,"Christian Bale, Freddy Rodríguez, Eva Longoria, Chaka Forman, Tammy Trull, J.K. Simmons, Michael Monks, Samantha Esteban, Tania Verafield, Noel Gugliemi, Adriana Millan, Geo Corvera, Cesar Garcia, Terry Crews, Emilio Rivera, Paul Renteria",David Ayer,,,,"Christian Bale, Philippe Martinez, David Gorton",,,,,Graeme Revell,"Andrea Sperling, David Ayer",,David Ayer
1568,10592,tt0251114,Hart's War,2002,,"Bruce Willis, Colin Farrell, Terrence Howard, Marcel Iureș, Cole Hauser, Linus Roache, Vicellous Reon Shannon, Rory Cochrane, Joe Spano, Michael Weston, Adrian Grenier, Jonathan Brandis, Maury Sterling, Sam Jaeger, Scott Michael Campbell, Rick Ravanello, Sebastian Tillinger, Brad Hunt, Rúaidhrí Conroy, Sam Worthington, Radek Kuchař, Vojtěch Štěpánek, Christian Kahrmann",Gregory Hoblit,,,,Wolfgang Glattes,Rachel Portman,,,,,"David Foster, Stephen J. Eads, Arnold Rifkin, Gregory Hoblit, David Ladd, Patricia Graf",,
1569,51955,tt0126938,Hav Plenty,1998,,"Christopher Scott Cherot, Chenoa Maxwell, Tammi Katherine Jones, Robinne Lee, Reginald James, Kim Harris, Betty Vaughn, Margie St. Juste, Chuck Baron, Hill Harper, Nia Long",Christopher Scott Cherot,,,,"Tracey Edmonds, S.J. Cherot, Bridget D. Davis",,,,,"Wendy Melvoin, Lisa Coleman",Christopher Scott Cherot,,Christopher Scott Cherot
1570,22189,tt0099747,Havana,1990,,"Robert Redford, Lena Olin, Alan Arkin, Tomás Milián, Daniel Davis, Tony Plana, Richard Farnsworth, Mark Rydell, Richard Portnow, Dion Anderson, Betsy Brantley, Lise Cutter, Vasek Simek, Fred Asparagus, Raúl Juliá, Owen Roizman, René Monclova, Raúl Rosado, Dennis Farina, Darlene Wynn, Tera Hendrickson",Sydney Pollack,,,,Ronald L. Schwary,Dave Grusin,,,,,"Sydney Pollack, Richard A. Roth",,
1571,70435,tt1506999,Haywire,2012,,"Gina Carano, Ewan McGregor, Michael Fassbender, Bill Paxton, Channing Tatum, Antonio Banderas, Michael Douglas, Michael Angarano, Mathieu Kassovitz, Eddie J. Fernandez, Anthony Brandon Wong, Tim Connolly, Max Arciniega, Aaron Cohen, Debbie Lynn Ross, Julian Alcaraz, Lluís Botella Pont, James Flynn, Karl Shiels, Bobby Burns, Al Goto, R. A. Rondell, John Wylie, Todd Thatcher Cash, Edward A. Duran, Derick Pritchard, J.J. Perry, Tim Connolly, Natascha Berg",Steven Soderbergh,,,,"Michael Polaire, Ryan Kavanaugh, Tucker Tooley, Alan Moloney",,,,,David Holmes,"Ken Halsband, Gregory Jacobs",,Lem Dobbs
1572,9469,tt0124718,He Got Game,1998,,"Denzel Washington, Ray Allen, Rosario Dawson, Hill Harper, Jill Kelly, Chasey Lain, John Turturro, Shaquille O'Neal, Charles Barkley, Michael Jordan, Milla Jovovich, Ned Beatty, Robin Roberts, Scottie Pippen, Reggie Miller, Bill Walton, Dick Vitale, Bobby Cremins, Rick Pitino, Jim Boeheim, George Karl, Clem Haskins, Denny Crum, Nolan Richardson, Roy Williams, John Chaney, John Thompson, Lute Olson, Dean Smith, Jennifer Esposito, Bill Nunn, Michele Shay, Jim Brown, Joseph Lyle Taylor, Zelda Harris, Lonette McKee, Thomas Jefferson Byrd, Roger Guenveur Smith, Rick Fox, Leonard Roberts, Arthur J. Nascarella, Ron Cephas Jones, Al Palagonia",Spike Lee,,,,,"Aaron Copland, Public Enemy",,,,,"Jon Kilik, Spike Lee",,
1573,17956,tt0102011,"He Said, She Said",1991,,"Kevin Bacon, Elizabeth Perkins, Nathan Lane, Anthony LaPaglia, Sharon Stone, Stanley Anderson, Charlayne Woodard, Danton Stone, Phil Leeds, Rita Karin, Paul Butler, Erika Alexander, Ashley Gardner, Michael Harris, Damien Leake, Constance Shulman, Leon Russom, Steven Gilborn, Dana Andersen, Petie Perkins, Hope Miles, Bruce MacVittie, George Martin, Tanya Berezin, Maury Efrems, Claudia Silver, David Cale, Rick Warner, Elizabeth Brower","Ken Kwapis, Marisa Silver",,,,,,,,,Miles Goodman,Frank Mancuso Jr.,,Brian Hohlfeld
1574,10184,tt1001508,He's Just Not That Into You,2009,,"Jennifer Aniston, Drew Barrymore, Jennifer Connelly, Scarlett Johansson, Ginnifer Goodwin, Sasha Alexander, Ben Affleck, Kevin Connolly, Bradley Cooper, Justin Long, Kris Kristofferson, Wilson Cruz, Hedy Burress, Leonardo Nam, Busy Philipps, Brooke Bloom, Cory Hardrict, Natasha Leggero, Peter O'Meara, Rod Keller, Brandon Keener, Rene Lopez, Luis Guzmán, John Ross Bowie, Mike Beaver, Kai Lennox, Shane Edelman, Stephen Jared, Bill Brochtrup, Jason Roth, Corey Pearson, Googy Gress, Angela Shelton, Frances Callier, Morgan Lily, Trenton Rogers, Annie Ilonzeh, Zoe Jarman, Délé Ogundiran, Joan Blair, Cristine Rose, Michelle Carmichael, Jasmine Woods, Sabrina Revelle, Alia Rhiana Eckerman, Julia Pennington, Renee Scott, Chihiro Fujii, Sachiko Ishida, Claudia DiMartino, Traycee King, Natasha Leggero, Anna Bugarin, Nicole Steinwedell, Melanie Stephens, Sydney Stutterheim, Gina Limbrick, Natalina Maggio, Tina Martin, Kimberly McVicar, Tam Nguyen, Brittani Noel, Liz Racster, Cristine Rose, Elizabeth Russo, Jana Savage, Melissa Goodwin Shepherd, Alex Spencer, Carly Steel, Karmyn Tyler, Sandra Valladares, Carmen Gloria",Ken Kwapis,,,,"Drew Barrymore, Toby Emmerich, Michael Beugg, Michele Weiss",,,,,Cliff Eidelman,Nancy Juvonen,,"Abby Kohn, Marc Silverstein"
1575,9776,tt0325537,Head of State,2003,,"Chris Rock, Bernie Mac, Dylan Baker, Nick Searcy, Lynn Whitfield, Robin Givens, Tamala Jones, James Rebhorn, Keith David, Tracy Morgan, Stephanie March, Robert Stanton, Jude Ciccolella, Nate Dogg, Angie Mattson, Elizabeth J. Carlisle, Kirk Penberthy, John Badila, Ed Wheeler, Jamil Shaw, Annika Pergament, Reg E. Cathey, Patrice O'Neal, Doug Roberts, Mark Zeisler, Clarke Peters, Delaney Williams, Tony Harris, Eddy Shalita",Chris Rock,,,,,,,,,Marcus Miller,"Chris Rock, Michael Rotenberg, Ali LeRoi",,
1576,24940,tt0192111,Head Over Heels,2001,,"Monica Potter, Freddie Prinze Jr., Shalom Harlow, Ivana Miličević, Sarah Murdoch, Tomiko Fraser, China Chow, Stanley DeSantis, Erin-Marie Dykeman, James Kirk, Elysa Hogg, Kristina Lewis, Ben Silverman, Sam MacMillan, Jay Brazeau, Raoul Ganeev, Brendan Beiser, Jody Thompson, Brenda Schad, Betty Linde",Mark Waters,,,,Julia Dray,,,,,,,,John J. Strauss
1577,54405,tt0102014,Hear My Song,1992,,"Ned Beatty, Adrian Dunbar, Tara Fitzgerald, William Hootkins, Shirley Anne Field, David McCallum, James Nesbitt, John Dair, Stephen Marcus, Laurie Morton, Britta Smith, Gladys Sheehan, Gina Moxley, Rúaidhrí Conroy, Norman Vaughan, Harold Berens, Mary MacLeod, Jimmy Keogh, Liam O'Callaghan, Paddy Cole, Maurice Blake, Tony Morando, Brian McGrath, Anna Manahan, Agnes Bernelle, Joe Cuddy, Pat Laffan, Frank Kelly, David Beggs, Tommy Lack",Peter Chelsom,,,,"Simon Fields, John Paul Chapple, Russ Russell",John Altman,,,,,Alison Owen,,
1578,71140,tt0107090,Hear No Evil,1993,,"Marlee Matlin, D. B. Sweeney, Martin Sheen, John C. McGinley, Christina Carlisi, Greg Wayne Elam, Charley Lang, Marge Redmond, Billie Worley, George Rankins, Karen Trumbo, Candice Kingrey, Mary Marsh, Ron Graybeal, Bill Pugin",Robert Greenwald,,,,,,,,,,,,"Danny Rubin, Kathleen Rowell, Randall M. Badat"
1579,12187,tt0107091,Heart and Souls,1993,,"Robert Downey Jr., Charles Grodin, Alfre Woodard, Kyra Sedgwick, Tom Sizemore, David Paymer, Elisabeth Shue, Bill Calvert, Lisa Lucas, Shannon Orrock, Michael Zebulon, Chasiti Hampton, Wanya Green, Janet MacLachlan, Javar David Levingston, Robert William Newhart, Sean O'Bryan, Steven Clawson, John Stuart Morris, George Maguire, Marc Shaiman, Richard Portnow, Jacob Kenner, Janette Caldwell, Eric Lloyd, Janet Rotblatt, Bill Capizzi, Will Nye, Eric Poppick, Susan Kellermann, Robert Parnell, Ed Hooks, Michael Halton, Wren T. Brown, Richard Roat, Lorinne Vozoff, Bob Amaral, Luana Anders, John Goodwin, John Durbin, B.B. King, Walter Riley King, Melvin Jackson, Leon Warren, James Toney, Michael Doster, Calep Emphrey Jr., Tony Coleman, Kymberly Newberry, Jamilah Adams Mapp, Tony Genaro, Melissa Biggs, Paul Moncrief, Kurtwood Smith, Keaton Tyndall, Kylie Tyndall, Chloe Webb",Ron Underwood,,,,"James Jacks, Cari-Esta Albert",,,,,Marc Shaiman,"Sean Daniel, Nancy Roberts",,
1580,41817,tt0099750,Heart Condition,1990,,"Bob Hoskins, Denzel Washington, Chloe Webb, Ray Baker, Ja'net DuBois, Alan Rachins, Roger E. Mosley, Theresa Randle, Jeffrey Meek, Eva LaRue, Frank R. Roach, Robert Apisa, Kieran Mulroney, Lisa Stahl, Clayton Landey",James D. Parriott,,,,,,,,,Patrick Leonard,"Steve Tisch, Robert Shaye",,
1581,10833,tt0125022,Heartbreakers,2001,,"Sigourney Weaver, Jennifer Love Hewitt, Gene Hackman, Ray Liotta, Jason Lee, Anne Bancroft, Stacey Travis, Jeffrey Jones, Nora Dunn, Sarah Silverman, Zach Galifianakis, Michael Hitchcock, Carrie Fisher, Kevin Nealon, Denalda Williams, Bernadette Birkett",David Mirkin,,,,"Clayton Townsend, Gary Smith, Hadeel Reda",,,"Steven A. Saltzman, Thomas A. Carlson",,John Debney,"John Davis, Irving Ong",,
1582,470333,tt7158430,Hearts Beat Loud,2018,,"Nick Offerman, Kiersey Clemons, Toni Collette, Sasha Lane, Ted Danson, Blythe Danner, Quincy Dunn-Baker, Alex Reznik, Michael Abbott Jr., Harrison Chad, Andrea Morales, Faith Logan",Brett Haley,,,,"Lance Acord, Nick Offerman, Jackie Kelman Bisbee, Paul Bernon, Theodora Dunlap, Frank Brenner, David Bernon, Danny Rifkin, Franklin Carson",,,,,Keegan DeWitt,"Sam Bisbee, Sam Slater, Houston King",,"Brett Haley, Marc Basch"
1583,11313,tt0252501,Hearts in Atlantis,2001,,"Anthony Hopkins, Anton Yelchin, Hope Davis, Mika Boorem, David Morse, Alan Tudyk, Tom Bower, Celia Weston, Deirdre O'Connell, Timothy Reifsnyder, Adam LeFevre, Brett Fleisher, Terry Beaver, Will Rothhaar",Scott Hicks,,,,,,,,,Mychael Danna,Kerry Heysen,,Stephen King
1584,949,tt0113277,Heat,1995,,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight, Tom Sizemore, Diane Venora, Amy Brenneman, Ashley Judd, Mykelti Williamson, Natalie Portman, Ted Levine, Tom Noonan, Tone Loc, Hank Azaria, Wes Studi, Dennis Haysbert, Danny Trejo, Henry Rollins, William Fichtner, Kevin Gage, Susan Traylor, Jerry Trimble, Ricky Harris, Jeremy Piven, Xander Berkeley, Begonya Plaza, Rick Avery, Hazelle Goodman, Ray Buktenica, Max Daniels, Vince Deadrick Jr., Steven Ford, Farrah Forke, Patricia Healy, Paul Herman, Cindy Katz, Brian Libby, Dan Martin, Mario Roberts, Thomas Rosales Jr., Yvonne Zima, Mick Gould, Bud Cort, Viviane Vives, Kim Staunton, Martin Ferrero, Brad Baldridge, Andrew Camuccio, Kenny Endoso, Kimberly Flynn, Niki Haris, Bill McIntosh, Rick Marzan, Terry Miller, Daniel O'Haco, Kai Soremekun, Peter Blackwell, Trevor Coppola, Mary Kircher, Darin Mangan, Robert Miranda, Manny Perry, Iva Franks Singer, Tim Werner, Rainell Saunders, Brian Camuccio, Amanda Graves, Emily Graves, Thomas Elfmont, Ted Harvey, Wendy L. Walsh, Rey Verdugo, Phillip Robinson",Michael Mann,,,,"Arnon Milchan, Pieter Jan Brugge",,,"Bill Abbott, Michael Connell",,Elliot Goldenthal,"Michael Mann, Art Linson",,
1585,31642,tt0107096,Heaven & Earth,1994,,"Tommy Lee Jones, Robert John Burke, Timothy Carhart, Tim Guinee, Hiep Thi Le, Debbie Reynolds, Haing S. Ngor, Joan Chen, Dustin Nguyen, Liem Whatley, Vivian Wu, Long Nguyen, Conchata Ferrell, Thuan K. Nguyen",Oliver Stone,,,,Mario Kassar,,,,,Kitaro,"Arnon Milchan, Oliver Stone, A. Kitman Ho, Robert Kline",,
1586,236751,tt1929263,Heaven Is for Real,2014,,"Greg Kinnear, Kelly Reilly, Connor Corum, Thomas Haden Church, Jacob Vargas, Lane Styles, Darren Felbel, Ali Tataryn, Jon Ted Wynne, Darcy Fehr, Margo Martindale",Randall Wallace,,,,"Sam Mercer, Sue Baden-Powell, Derrick Williams",,,,,Nick Glennie-Smith,"Joe Roth, T.D. Jakes",,
1587,36915,tt0116508,Heaven's Prisoners,1996,,"Alec Baldwin, Kelly Lynch, Eric Roberts, Teri Hatcher, Mary Stuart Masterson, Vondie Curtis-Hall, Badja Djola, Samantha Lagpacan, Joe Viterelli, Tuck Milligan, Hawthorne James, Don Stark, Carl A. McGee, Paul Guilfoyle, Christoph Krisea, Socorro Santiago, Anne Schedeen, Connie Whittemore",Phil Joanou,,,,,Roy Hawkins,,,,George Fenton,,,
1588,14819,tt0110006,Heavyweights,1995,,"Ben Stiller, Aaron Schwartz, Kenan Thompson, Jerry Stiller, Anne Meara, Tom McGowan, Paul Feig, Shaun Weiss, Tim Blake Nelson, Jeffrey Tambor, Peter Berg, Allen Covert, Leah Lail, David Goldman, Tom Hodges, Joseph Wayne Miller, Cody Burger, David Bowe, Judd Apatow",Steven Brill,,,,,,,,,,,,
1589,13403,tt0248845,Hedwig and the Angry Inch,2001,,"John Cameron Mitchell, Miriam Shor, Stephen Trask, Theodore Liscinski, Rob Campbell, Michael Aronov, Andrea Martin, Ben Mayer-Goodman, Alberta Watson, Gene Pyrz, Michael Pitt, Karen Hines, Max Toulch, Maurice Dean Wint, Ermes Blarasin, Sook-Yin Lee, Maggie Moore, Renate Options, Taylor Abrahamse, Thérèse DePrez, Mary Krohnert, Shane Mackinnon, Alan Mandell, Eileen Murphy, Rosie O'Donnell, Mike Potter, Michael Stevens",John Cameron Mitchell,,,,"Michael De Luca, Mark Tusk, Amy Henkels",,,,,Stephen Trask,"Christine Vachon, Pamela Koffler, Katie Roumel",,
1590,29080,tt0382073,Heights,2005,,"Glenn Close, Elizabeth Banks, James Marsden, Jesse Bradford, John Light, Chandler Williams, Bess Wohl, Daniel Neiden, Thomas Lennon, Matthew Davis, Jim Parsons, Isabella Rossellini, Susan Malick, Denis O'Hare, George Segal, Jonathan Walker, Rufus Wainwright, Eric Bogosian, Nat DeWolf",Chris Terrio,,,,,,,,,,,,
1591,19489,tt0165831,Held Up,2000,,"Jamie Foxx, Nia Long, Barry Corbin, John Cullum, Jake Busey, Roselyn Sánchez, Eduardo Yáñez, Sarah Paulson, Diego Fuentes, Michael Shamus Wiles, Julie Hagerty, Andrew Jackson, Dalton James, Sam Vlahos, Sam Gifaldi, Herta Ware, Harper Roisman, Natalia Cigliuti, Gary Owen, David Deveau, Kimberly Karpinski, Tim Dixon, Grant Boulton, Cabral Rock, Kathryn Winslow",Steve Rash,,,,,,,,,,,,
1592,429476,tt1999890,Hell Fest,2018,,"Amy Forsyth, Reign Edwards, Bex Taylor-Klaus, Christian James, Roby Attal, Matt Mercurio, Courtney Dietz, Cynthea Mercado, Stephen Conroy, George Howard Adams, Markus Silbiger, Michael Tourek, Tony Todd, Aaron Gillespie, Cecil Elmore Jr., Elle Graham, Rio Ahn, Athena Akers, Bobby Akers, John Jacob Anderson, Kimberly Battista, Ashley Brasel, Leon Croom, Kevin Galbraith, John James Laws, Shaun McMillan, Stephen M. Phillips, Alicia Rosato, Milton Saul, Quandae Stewart, Brooke Jaye Taylor, Ashley Uecker, Benjamin Weaver",Gregory Plotkin,,,,Ben Roberts,,,,,Bear McCreary,"Gale Anne Hurd, Tucker Tooley",,
1593,1487,tt0167190,Hellboy,2004,,"Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Jeffrey Tambor, Doug Jones, Karel Roden, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Brian Caspe, James Babson, Ellen Savaria, Kevin Trainor, Stephen Fisher, Garth Cooper, Angus MacInnes, Jim Howick, Rory Copus, Santiago Segura, Mark Taylor, David Hyde Pierce, Daniel Aarsman, Bettina Ask, Alvaro Navarro, Emilio Navarro, Tara Hugo, Richard Haas, Andrea Miltner, Andrea Stuart, Millie Wilkie, Bob Sherman, Winter Ave Zoli, Guillermo del Toro",Guillermo del Toro,,,,Patrick J. Palmer,,,Michael T. Andreas,,Marco Beltrami,"Lawrence Gordon, Lloyd Levin, Mike Richardson",,"Mike Mignola, Peter Briggs"
1594,456740,tt2274648,Hellboy,2019,,"David Harbour, Milla Jovovich, Ian McShane, Sasha Lane, Daniel Dae Kim, Thomas Haden Church, Stephen Graham, Douglas Tait, Sophie Okonedo, Alistair Petrie, Brian Gleeson, Penelope Mitchell, Mark Stanley, Emma Tate, Troy James, Mario de la Rosa, Ava Brennan, Anthony Delaney, Atanas Srebrev, Dawn Sherrer, Markos Rounthwaite, Ilko Iliev, Joel Harlow, Dimiter Banenkin, Vanessa Eichholz, Nadya Keranova, Maria Tepavicharova, Ana Tabakova, Terry Randal, Christopher Mata, Michael Heath, Rick Warden, Nitin Ganatra, Kristina Klebe, Charles Shannon, Carl Hampe, Tony van Silva, Josh Finan, Jonathan Steele, Simon Feek, Jasmine Audoux-Prevot, Meglena Karalambova, Anna Bankina, Rut Rafailova, Laila Morse, Peter Oxley, Nikolay Stanoev, Manal El-Feitury, Elizabeth Mehari Kahsai, Said Barry Abdulai, Katya Peneva, Natasha Kaplinsky, Valentin Stojanov, Victor Rangelov, Vasil Tsvetkov, Joshua Samuel Hector",Neil Marshall,Sergey Zhelezko,,,Marc Helwig,,,,,Benjamin Wallfisch,"Lawrence Gordon, Lloyd Levin, Les Weldon, Mike Richardson, Lati Grobman, Christa Campbell, Matthew O'Toole, Yariv Lerner, Philip Westgren, Carl Hampe",,
1595,11253,tt0411477,Hellboy II: The Golden Army,2008,,"Ron Perlman, Selma Blair, Doug Jones, John Alexander, Seth MacFarlane, Luke Goss, Anna Walton, Jeffrey Tambor, John Hurt, James Dodd, Brian Steele, Andrew Hefler, Kamarás Iván, Mike Kelly, Jeremy Zimmermann, Santiago Segura, Roy Dotrice, Aidan Cook, Jeanne Mockford, Montse Ribé, Elek Ferenc, Alex McSweeney, Justin Pierre, Matthew O'Toole, Jamie Wilson, Clive Llewellyn, Sándor Svigelj, Brian Herring, Pálma Pásztor, Jimmy Kimmel, Tim Flavin, Belinda Henley, Blake Perlman, Matt Rippy, Judit Viktor, Szonja Oroszlán, Michael Mehlmann, Todd Williams, Beatrice Zentai, Peter Horkay, Richard Rifkin, Guillermo del Toro, Tim Larsen, Gavin McKenzie, Julia Papp",Guillermo del Toro,,,,,Danny Elfman,,,,Danny Elfman,"Lawrence Gordon, Lloyd Levin, Mike Richardson",,
1596,11569,tt0104409,Hellraiser III: Hell on Earth,1992,,"Kevin Bernhardt, Terry Farrell, Ken Carpenter, Doug Bradley, Paula Marshall, Philip Hyland, Ashley Laurence, Sharon Ceccatti, Peter Atkins, Anthony Hickox, Shanna Lynn, Bob Bragg, Clayton Hill, James D.R. Hickox, Zach Galligan, Lawrence Mortorff, Aimée Leigh",Anthony Hickox,,,,Clive Barker,,,"Douglas M. Lackey, Carl Swartz",,Randy Miller,Lawrence Mortorff,,
1597,8766,tt0116514,Hellraiser: Bloodline,1996,,"Bruce Ramsay, Valentina Vargas, Doug Bradley, Charlotte Chatton, Adam Scott, Kim Myers, Mickey Cottrell, Louis Turenne, Courtland Mead, Louis Mustillo, Jody St. Michael, Paul Perri, Pat Skipper, Christine Harnos, Wren T. Brown, Michael Polish, Mark Polish, Tom Dugan, Laura Albert, Phil Fondacaro, Kenneth Tobey","Alan Smithee, Kevin Yagher",,,,"Clive Barker, Paul Rich, Casey Bennett",,,,,Daniel Licht,Nancy Rae Stone,,Peter Atkins
1598,17993,tt0099762,Henry & June,1990,,"Fred Ward, Uma Thurman, Maria de Medeiros, Kevin Spacey, Bruce Myers, Juan Luis Buñuel, Féodor Atkine, Sylvie Huguel, Artus de Penguern, Richard E. Grant, Gary Oldman, Brigitte Lahaie, Jean-Philippe Écoffey",Philip Kaufman,,,,,,,,,Mark Adler,Peter Kaufman,,
